K2 MAC Lookup,K2 Host Name,K2 IP Address,Labstats Host Name VS K2 MAC,Labstats IP Address VS K2 MAC,IP MissMatch,Name Match,Column1,Column2,Column3
0C:4D:E9:9E:F7:57,ITS8616WK-MX,172.22.225.10,socwork-basement-kiosk6.pubterm.nyu.edu,172.22.225.10,Match,No Match,34:17:EB:B1:EB:E4,#VALUE!,#VALUE!
0C:4D:E9:9E:EC:08,ITS8617WK-MX,172.22.225.11,its8617wk-mx.local,127.0.0.1,No Match,No Match,34:17:EB:B1:ED:7D,#VALUE!,#VALUE!
0C:4D:E9:9F:17:60,ITS8618WK-MX,172.22.225.12,its8618wk-mx.local,172.22.225.12,Match,No Match,34:17:EB:A5:72:7B,#VALUE!,#VALUE!
78:45:C4:06:9B:1C,SSW-DEAN-POD,172.22.225.177,#N/A,#N/A,#N/A,#N/A,34:17:EB:B1:72:24,#VALUE!,#VALUE!
0C:4D:E9:9C:32:0E,ITS8619WK-MX,172.22.225.190,its8619wk-mx.local,172.22.225.190,Match,No Match,34:17:EB:B2:67:0D,#VALUE!,#VALUE!
0C:4D:E9:9C:6F:23,ITS8620WK-MX,172.22.225.191,its8620wk-mx.local,172.22.225.191,Match,No Match,34:17:EB:A5:7A:20,#VALUE!,#VALUE!
78:45:C4:05:5E:F8,SSSW-LOBBY,172.22.225.45,#N/A,#N/A,#N/A,#N/A,14:B3:1F:00:75:24,#VALUE!,#VALUE!
0C:4D:E9:9E:F8:57,ITS8611WK-MX,172.22.225.5,socwork-basement-kiosk1.pubterm.nyu.edu,172.22.225.5,Match,No Match,14:B3:1F:00:6B:0A,#VALUE!,#VALUE!
0C:4D:E9:9E:E8:E5,ITS8612WK-MX,172.22.225.6,its8612wk-mx.local,172.22.225.6,Match,No Match,14:B3:1F:00:65:AC,#VALUE!,#VALUE!
0C:4D:E9:9E:F2:AD,ITS8613WK-MX,172.22.225.7,its8613wk-mx.local,172.22.225.7,Match,No Match,14:B3:1F:00:87:8D,#VALUE!,#VALUE!
0C:4D:E9:9E:EC:23,ITS8614WK-MX,172.22.225.8,its8614wk-mx.local,172.22.225.8,Match,No Match,14:B3:1F:00:84:35,#VALUE!,#VALUE!
0C:4D:E9:9E:E2:9C,ITS8923WK-MX,172.22.226.5,its8923wk-mx.local,172.22.226.5,Match,No Match,14:B3:1F:00:74:BF,#VALUE!,#VALUE!
0C:4D:E9:9E:E0:AB,ITS8924WK-MX,172.22.226.6,its8924wk-mx.local,172.22.226.6,Match,No Match,14:B3:1F:00:74:96,#VALUE!,#VALUE!
0C:4D:E9:9E:F4:CC,ITS8925WK-MX,172.22.226.7,its8925wk-mx.local,172.22.226.7,Match,No Match,14:B3:1F:02:3F:12,#VALUE!,#VALUE!
68:5B:35:7F:59:48,ITS8918WK-MX,172.22.228.84,its8918wk-mx.local,172.22.228.84,Match,No Match,14:B3:1F:00:73:43,#VALUE!,#VALUE!
10:DD:B1:AE:0C:F8,ITS8919WK-MX,172.22.228.85,ITS8919WK-MX,172.22.228.85,Match,Match,0c:4d:e9:9c:38:c5,#VALUE!,#VALUE!
10:DD:B1:AE:0A:9A,ITS8920WK-MX,172.22.228.86,palladium-kiosk-05.pubterm.nyu.edu,172.22.228.86,Match,No Match,0c:4d:e9:9d:11:e4,#VALUE!,#VALUE!
68:5B:35:7F:53:94,ITS8921WK-MX,172.22.228.87,ITS8921WK-MX,172.22.228.87,Match,Match,0c:4d:e9:9d:10:df,#VALUE!,#VALUE!
68:5B:35:7C:05:91,ITS8922WK-MX,172.22.228.88,its8922wk-mx.local,172.22.228.88,Match,No Match,0c:4d:e9:9d:0f:5e,#VALUE!,#VALUE!
68:5B:35:7F:A4:F2,ITS8926WK-MX,172.22.229.165,its8926wk-mx.local,172.22.229.165,Match,No Match,0c:4d:e9:9e:de:45,#VALUE!,#VALUE!
68:5B:35:7F:58:AB,ITS8927WK-MX,172.22.229.166,its8927wk-mx.local,172.22.229.166,Match,No Match,0c:4d:e9:9e:da:ce,#VALUE!,#VALUE!
0C:4D:E9:D3:BC:F7,ITS8928WK-MX,172.22.229.173,its8928wk-mx.local,172.22.229.173,Match,No Match,D0:67:E5:17:0D:63,#VALUE!,#VALUE!
0C:4D:E9:D1:81:3A,ITS8929WK-MX,172.22.229.175,its8929wk-mx.local,172.22.229.175,Match,No Match,18:66:DA:25:E7:09,#VALUE!,#VALUE!
0C:4D:E9:D3:C1:20,ITS8930WK-MX,172.22.229.180,its8930wk-mx.local,172.22.229.180,Match,No Match,0c:4d:e9:9f:1b:00,#VALUE!,#VALUE!
0C:4D:E9:9C:68:A5,ITS8818WK-MX,172.22.241.30,#N/A,#N/A,#N/A,#N/A,0c:4d:e9:9e:e4:e8,#VALUE!,#VALUE!
0C:4D:E9:9E:E1:EA,ITS8819WK-MX,172.22.241.31,its8819wk-mx.local,172.22.241.31,Match,No Match,0c:4d:e9:9e:fb:e6,#VALUE!,#VALUE!
0C:4D:E9:9D:18:A9,ITS8820WK-MX,172.22.241.32,#N/A,#N/A,#N/A,#N/A,0c:4d:e9:9e:e7:fd,#VALUE!,#VALUE!
0C:4D:E9:9D:18:07,ITS8501WK-MX,172.22.250.133,its8501wk-mx.local,172.22.250.133,Match,No Match,0c:4d:e9:9e:df:76,#VALUE!,#VALUE!
0C:4D:E9:9C:3B:15,ITS8502WK-MX,172.22.250.134,its8502wk-mx.local,172.22.250.134,Match,No Match,0c:4d:e9:9e:fc:09,#VALUE!,#VALUE!
0C:4D:E9:9C:6D:8D,ITS8503WK-MX,172.22.250.135,its8503wk-mx.local,172.22.250.135,Match,No Match,0c:4d:e9:9f:17:49,#VALUE!,#VALUE!
0C:4D:E9:9C:6B:86,ITS8504WK-MX,172.22.250.136,19wsn-lobby-imac-04.pubterm.nyu.edu,172.22.250.136,Match,No Match,0c:4d:e9:9e:f5:1e,#VALUE!,#VALUE!
0C:4D:E9:9C:38:DD,ITS8505WK-MX,172.22.250.137,#N/A,#N/A,#N/A,#N/A,0c:4d:e9:9e:b8:09,#VALUE!,#VALUE!
0C:4D:E9:9D:18:D3,ITS8822WK-MX,172.22.35.5,its8822wk-mx.local,172.22.35.5,Match,No Match,0c:4d:e9:9e:f6:59,#VALUE!,#VALUE!
0C:4D:E9:9C:31:E0,ITS8823WK-MX,172.22.35.6,its8823wk-mx.local,172.22.35.6,Match,No Match,0c:4d:e9:9e:e9:10,#VALUE!,#VALUE!
0C:4D:E9:9C:3D:74,ITS8824WK-MX,172.22.35.7,its8824wk-mx.local,172.22.35.7,Match,No Match,0c:4d:e9:d1:84:12,#VALUE!,#VALUE!
0C:4D:E9:9C:31:F2,ITS8825WK-MX,172.22.35.8,its8825wk-mx.local,172.22.35.8,Match,No Match,0c:4d:e9:d2:79:00,#VALUE!,#VALUE!
,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0c:4d:e9:d3:b9:30,#VALUE!,#VALUE!
68:5B:35:7D:E0:E3,ITS8601WK-MX,172.22.38.69,#N/A,#N/A,#N/A,#N/A,0c:4d:e9:d1:7e:ed,#VALUE!,#VALUE!
68:5B:35:7D:ED:CD,ITS8602WK-MX,172.22.38.70,its8602wk-mx.local,172.22.38.70,Match,No Match,68:5b:35:80:dd:7d,#VALUE!,#VALUE!
68:5B:35:7D:FA:60,ITS8603WK-MX,172.22.38.71,its8603wk-mx.local,172.22.38.71,Match,No Match,68:5b:35:7f:52:43,#VALUE!,#VALUE!
68:5B:35:7D:EC:8C,ITS8604WK-MX,172.22.38.72,ITS8604WK-MX,172.22.38.72,Match,Match,0c:4d:e9:9e:f7:57,#VALUE!,#VALUE!
68:5B:35:7D:E5:ED,ITS8605WK-MX,172.22.38.73,its8605wk-mx.local,172.22.38.73,Match,No Match,0c:4d:e9:9f:17:60,#VALUE!,#VALUE!
68:5B:35:7D:ED:03,ITS8606WK-MX,172.22.38.74,its8606wk-mx.local,172.22.38.74,Match,No Match,0c:4d:e9:9c:32:0e,#VALUE!,#VALUE!
68:5B:35:7D:F4:90,ITS8607WK-MX,172.22.38.75,its8607wk-mx.local,172.22.38.75,Match,No Match,0c:4d:e9:9c:6f:23,#VALUE!,#VALUE!
68:5B:35:85:B2:A5,ITS8608WK-MX,172.22.38.76,its8608wk-mx.local,172.22.38.76,Match,No Match,0c:4d:e9:9e:f8:57,#VALUE!,#VALUE!
68:5B:35:80:DA:40,ITS8609WK-MX,172.22.38.77,its8609wk-mx.local,172.22.38.77,Match,No Match,0c:4d:e9:9e:e8:e5,#VALUE!,#VALUE!
68:5B:35:7D:E1:5C,ITS8610WK-MX,172.22.38.78,its8610wk-mx.local,172.22.38.78,Match,No Match,0c:4d:e9:9e:f2:ad,#VALUE!,#VALUE!
68:5B:35:7F:59:7F,ITS8551WK-MX,172.22.40.10,its8551wk-mx.local,172.22.40.10,Match,No Match,0c:4d:e9:9e:ec:23,#VALUE!,#VALUE!
68:5B:35:7F:9A:4C,ITS8552WK-MX,172.22.40.11,its8552wk-mx.local,172.22.40.11,Match,No Match,0c:4d:e9:9e:e2:9c,#VALUE!,#VALUE!
68:5B:35:7F:5B:89,ITS8553WK-MX,172.22.40.12,its8553wk-mx.local,172.22.40.12,Match,No Match,0c:4d:e9:9e:e0:ab,#VALUE!,#VALUE!
38:C9:86:2B:59:F2,uditest07,172.22.44.109,uditest07.local,172.22.44.109,Match,No Match,0c:4d:e9:9e:f4:cc,#VALUE!,#VALUE!
34:17:EB:B1:ED:7D,ITS8445WK-W10,172.22.16.216,ITS8445WK-W10,172.22.16.216,Match,Match,68:5b:35:7f:59:48,#VALUE!,#VALUE!
68:5B:35:7F:73:FD,ITS8545WK-MX,172.22.44.139,its8545wk-mx.local,172.22.44.139,Match,No Match,10:dd:b1:ae:0c:f8,#VALUE!,#VALUE!
18:66:DA:15:FE:8D,UDIADMI-KBEJCF7,172.22.44.14,ITS8518WK-W10,192.168.26.136,No Match,No Match,10:dd:b1:ae:0a:9a,#VALUE!,#VALUE!
18:66:DA:23:5C:3E,UDIADMI-LT5VP7S,172.22.44.14,ITS8569WK-W10,128.122.229.236,No Match,No Match,68:5b:35:7f:53:94,#VALUE!,#VALUE!
34:17:EB:A4:FC:46,ITS8528WK-W7,172.22.44.14,ITS8528WK-W7,192.168.26.138,No Match,Match,68:5b:35:7c:05:91,#VALUE!,#VALUE!
68:5B:35:7F:75:55,ITS8546WK-MX,172.22.44.140,its8546wk-mx.local,172.22.44.140,Match,No Match,68:5b:35:7f:a4:f2,#VALUE!,#VALUE!
68:5B:35:7F:A4:14,ITS8547WK-MX,172.22.44.141,its8547wk-mx.local,172.22.44.141,Match,No Match,68:5b:35:7f:58:ab,#VALUE!,#VALUE!
68:5B:35:7F:54:C6,ITS8548WK-MX,172.22.44.142,its8548wk-mx.local,172.22.44.142,Match,No Match,0c:4d:e9:d3:bc:f7,#VALUE!,#VALUE!
68:5B:35:7F:6F:2F,ITS8549WK-MX,172.22.44.143,its8549wk-mx.local,172.22.44.143,Match,No Match,0c:4d:e9:d1:81:3a,#VALUE!,#VALUE!
34:17:EB:A4:F0:67,ITS8538WK-W7,172.22.44.39,ITS8538WK-W7,192.168.26.137,No Match,Match,0c:4d:e9:d3:c1:20,#VALUE!,#VALUE!
34:17:EB:B1:EA:C3,ITS8432WK-W10,172.22.16.203,ITS8432WK-W10,172.22.16.203,Match,Match,0c:4d:e9:9e:e1:ea,#VALUE!,#VALUE!
90:B1:1C:A3:D6:E5,ITS8369WK-W7,172.22.44.45,ITS8369WK-W7,192.168.116.156,No Match,Match,0c:4d:e9:9d:18:07,#VALUE!,#VALUE!
18:66:DA:09:FF:41,UDIADMI-58L1TC3,172.22.44.48,UDI-TVDLQIF9V7V,172.22.44.48,Match,No Match,0c:4d:e9:9c:3b:15,#VALUE!,#VALUE!
38:C9:86:53:9E:97,uditest09,172.22.44.57,uditest09,172.22.44.57,Match,Match,0c:4d:e9:9c:6d:8d,#VALUE!,#VALUE!
34:17:EB:B1:EC:4A,ITS8434WK-W10,172.22.16.205,ITS8434WK-W10,172.22.16.205,Match,Match,0c:4d:e9:9c:6b:86,#VALUE!,#VALUE!
34:17:EB:B1:8F:14,ITS8531WK-W7,172.22.44.7,WINDOWS-GNV35OO,172.22.44.7,Match,No Match,0c:4d:e9:9d:18:d3,#VALUE!,#VALUE!
18:66:DA:07:A0:39,DESKTOP-QJM2CRR,172.22.44.70,#N/A,#N/A,#N/A,#N/A,0c:4d:e9:9c:31:e0,#VALUE!,#VALUE!
34:17:EB:A4:15:15,ITS8485WK-W7,172.22.44.70,WINDOWS-FUAACHG,172.22.44.70,Match,No Match,0c:4d:e9:9c:3d:74,#VALUE!,#VALUE!
34:17:EB:A5:7B:29,UDIADMI-QSU6S9I,172.22.44.70,ITS8529WK-W7,192.168.26.139,No Match,No Match,0c:4d:e9:9c:31:f2,#VALUE!,#VALUE!
34:17:EB:D4:B1:1D,ITS8581WK-W7,172.22.16.40,#N/A,#N/A,#N/A,#N/A,68:5b:35:7d:ed:cd,#VALUE!,#VALUE!
34:17:EB:A4:97:43,ITS8561WK-W7,172.22.44.71,WINDOWS-0K8QQSR,172.22.44.71,Match,No Match,68:5b:35:7d:fa:60,#VALUE!,#VALUE!
34:17:EB:A5:75:46,ITS8518WK-W7,172.22.44.74,MININT-81EABPS,172.22.44.74,Match,No Match,68:5b:35:7d:ec:8c,#VALUE!,#VALUE!
34:17:EB:B2:BB:76,ITS8776WK-W7,172.22.44.76,ITS0000WK-W10,172.22.44.93,No Match,No Match,68:5b:35:7d:e5:ed,#VALUE!,#VALUE!
68:5B:35:A8:7E:6C,uditest01,172.22.44.82,uditest01.local,172.22.44.82,Match,No Match,68:5b:35:7d:ed:03,#VALUE!,#VALUE!
AC:87:A3:17:B7:8C,W10-LAW-SPR17,172.22.44.83,nyu-london-lg07-imac-19.local,192.168.240.29,No Match,No Match,68:5b:35:7d:f4:90,#VALUE!,#VALUE!
B4:18:D1:ED:C4:4E,W7-DSS617-SPR17,172.22.44.83,#N/A,#N/A,#N/A,#N/A,68:5b:35:85:b2:a5,#VALUE!,#VALUE!
68:5B:35:A6:E1:7A,ITS8200WK-W7,172.22.44.84,ITS8200WK-W7,172.22.44.84,Match,Match,68:5b:35:80:da:40,#VALUE!,#VALUE!
34:17:EB:B1:EA:DE,WINDOWS-99L6EJ7,172.22.44.9,RESNET-STU01,172.22.44.9,Match,No Match,68:5b:35:7d:e1:5c,#VALUE!,#VALUE!
38:C9:86:20:B5:29,uditest05,172.22.44.91,#N/A,#N/A,#N/A,#N/A,68:5b:35:7f:59:7f,#VALUE!,#VALUE!
68:5B:35:7F:A2:C2,ITS8817WK-MX,172.22.58.10,its8817wk-mx.local,172.22.58.10,Match,No Match,68:5b:35:7f:9a:4c,#VALUE!,#VALUE!
68:5B:35:7F:83:26,ITS8812WK-MX,172.22.58.11,its8812wk-mx.local,172.22.58.11,Match,No Match,68:5b:35:7f:5b:89,#VALUE!,#VALUE!
0C:4D:E9:9D:1C:0C,ITS8813WK-MX,172.22.58.12,its8813wk-mx.local,172.22.58.12,Match,No Match,34:17:EB:A5:76:39,#VALUE!,#VALUE!
68:5B:35:7F:9F:86,ITS8875WK-MX,172.22.58.20,its8875wk-mx.local,172.22.58.20,Match,No Match,90:B1:1C:A1:D4:8C,#VALUE!,#VALUE!
68:5B:35:7F:9D:D9,ITS8876WK-MX,172.22.58.21,its8876wk-mx.local,172.22.58.21,Match,No Match,38:c9:86:2b:59:f2,#VALUE!,#VALUE!
68:5B:35:80:C8:62,ITS8814WK-MX,172.22.58.7,194m-3rdfl-imac-01.pubterm.nyu.edu,172.22.58.7,Match,No Match,00:15:5D:2C:70:05,#VALUE!,#VALUE!
68:5B:35:85:B4:43,ITS8815WK-MX,172.22.58.8,its8815wk-mx.local,172.22.58.8,Match,No Match,68:5b:35:7f:73:fd,#VALUE!,#VALUE!
68:5B:35:7F:5A:70,ITS8816WK-MX,172.22.58.9,its8816wk-mx.local,172.22.58.9,Match,No Match,18:66:DA:59:1C:EE,#VALUE!,#VALUE!
68:5B:35:7F:59:A1,ITS8521WK-MX,172.22.67.200,its8521wk-mx.local,172.22.67.200,Match,No Match,68:5b:35:7f:75:55,#VALUE!,#VALUE!
68:5B:35:7F:5F:BA,ITS8522WK-MX,172.22.67.201,its8522wk-mx.local,172.22.67.201,Match,No Match,68:5b:35:7f:a4:14,#VALUE!,#VALUE!
68:5B:35:7F:B0:65,ITS8524WK-MX,172.22.67.203,its8524wk-mx.local,172.22.67.203,Match,No Match,68:5b:35:7f:54:c6,#VALUE!,#VALUE!
18:66:DA:15:FB:E4,UDIADMI-VOSSHPC,172.22.70.48,ITS8483WK-W10,172.22.70.48,Match,No Match,68:5b:35:7f:6f:2f,#VALUE!,#VALUE!
68:5B:35:85:B2:68,ITS8828WK-MX,172.22.70.5,its8828wk-mx.local,172.22.70.5,Match,No Match,34:17:EB:B1:EC:1D,#VALUE!,#VALUE!
68:5B:35:7D:F5:0B,ITS8561WK-MX,172.22.77.197,its8561wk-mx.local,172.22.77.197,Match,No Match,18:66:DA:59:1C:EC,#VALUE!,#VALUE!
68:5B:35:7F:9D:FB,ITS8562WK-MX,172.22.77.198,its8562wk-mx.local,172.22.77.198,Match,No Match,18:66:DA:09:FF:41,#VALUE!,#VALUE!
68:5B:35:7D:B6:DF,ITS8563WK-MX,172.22.77.199,its8563wk-mx.local,172.22.77.199,Match,No Match,18:66:DA:59:1C:ED,#VALUE!,#VALUE!
68:5B:35:80:D8:24,ITS8564WK-MX,172.22.77.200,gramercy-ws-04.pubterm.nyu.edu,172.22.77.200,Match,No Match,08:00:27:00:08:09-08:00:27:00:84:5A-08:00:27:00:90:8F-34:17:EB:B2:BE:BB,08:00:27:00:08:09,08:00:27:00:84:5A
68:5B:35:7D:C6:09,ITS8565WK-MX,172.22.77.201,its8565wk-mx.local,172.22.77.201,Match,No Match,34:17:EB:A5:BC:83,#VALUE!,#VALUE!
68:5B:35:7F:9D:57,ITS8566WK-MX,172.22.77.202,its8566wk-mx.local,172.22.77.202,Match,No Match,38:c9:86:53:9e:97,#VALUE!,#VALUE!
68:5B:35:7D:F5:54,ITS8568WK-MX,172.22.77.204,its8568wk-mx.local,172.22.77.204,Match,No Match,34:E6:D7:5D:14:6D,#VALUE!,#VALUE!
0C:4D:E9:D1:7C:D4,ITS8569WK-W7,172.22.77.205,its8569wk-w7.local,172.22.77.205,Match,No Match,34:E6:D7:5D:14:A7,#VALUE!,#VALUE!
68:5B:35:7F:58:DA,ITS8570WK-MX,172.22.77.206,its8570wk-mx.local,172.22.77.206,Match,No Match,34:17:EB:B2:BC:55,#VALUE!,#VALUE!
68:5B:35:7D:DD:55,ITS8572WK-MX,172.22.77.208,its8572wk-mx.local,127.0.0.1,No Match,No Match,34:17:EB:B1:8F:14,#VALUE!,#VALUE!
0C:4D:E9:9C:35:00,Bobst-Ref-iMac-06,172.22.88.10,bobst-ref-imac-06.local,172.22.88.10,Match,No Match,34:17:EB:A4:15:15,#VALUE!,#VALUE!
10:DD:B1:AE:0A:A8,Bobst-Ref-iMac-07,172.22.88.11,bobst-ref-imac-07.local,172.22.88.11,Match,No Match,34:17:EB:A4:97:43,#VALUE!,#VALUE!
10:DD:B1:BA:26:0B,Bobst-Ref-iMac-08,172.22.88.12,bobst-ref-imac-08.local,172.22.88.12,Match,No Match,34:17:EB:A5:75:46,#VALUE!,#VALUE!
0C:4D:E9:9C:6C:A0,Bobst-Ref-iMac-11,172.22.88.15,bobst-ref-imac-11.local,172.22.88.15,Match,No Match,34:17:EB:D8:27:51,#VALUE!,#VALUE!
18:66:DA:25:ED:83,ITS8494WK-W10,172.22.88.191,#N/A,#N/A,#N/A,#N/A,00:15:5D:2C:31:03,#VALUE!,#VALUE!
18:66:DA:25:E6:7F,ITS8492WK-W10,172.22.88.237,#N/A,#N/A,#N/A,#N/A,B8:CA:3A:74:75:96,#VALUE!,#VALUE!
18:66:DA:25:E7:EF,ITS8491WK-W10,172.22.88.24,MININT-4789P4D,172.22.88.24,Match,No Match,68:5b:35:a8:7e:6c,#VALUE!,#VALUE!
18:66:DA:25:E3:8A,ITS8489WK-W10,172.22.88.29,#N/A,#N/A,#N/A,#N/A,68:5B:35:B7:A3:9A,#VALUE!,#VALUE!
0C:4D:E9:9C:69:59,Bobst-LL2-iMac-08,172.22.88.47,Bobst-LL2-iMac-08,172.22.88.47,Match,Match,68:5b:35:a6:e1:7a,#VALUE!,#VALUE!
10:DD:B1:AE:12:9F,Bobst-Ref-iMac-01,172.22.88.5,bobst-ref-imac-01.local,172.22.88.5,Match,No Match,34:17:EB:A5:BD:12,#VALUE!,#VALUE!
10:DD:B1:AE:07:0B,Bobst-LL2-iMac-13,172.22.88.52,bobst-ll2-imac-13.local,172.22.88.52,Match,No Match,34:E6:D7:55:23:75,#VALUE!,#VALUE!
10:DD:B1:AE:0F:FB,Bobst-LL2-iMac-16,172.22.88.55,bobst-ll2-imac-16.local,172.22.88.55,Match,No Match,68:5B:35:7D:DE:9B,#VALUE!,#VALUE!
0C:4D:E9:9C:70:AC,Bobst-LL2-iMac-18,172.22.88.57,#N/A,#N/A,#N/A,#N/A,34:17:EB:B1:EA:DE,#VALUE!,#VALUE!
10:DD:B1:BA:26:68,Bobst-Ref-iMac-02,172.22.88.6,bobst-ref-imac-02.pubterm.nyu.edu,172.22.88.6,Match,No Match,34:17:EB:B2:BB:76,#VALUE!,#VALUE!
0C:4D:E9:9C:36:90,Bobst-LL2-iMac-27,172.22.88.66,bobst-ll2-imac-27.local,172.22.88.66,Match,No Match,68:5b:35:a8:7f:99,#VALUE!,#VALUE!
10:DD:B1:B1:57:FE,Bobst-Ref-iMac-03,172.22.88.7,bobst-ref-imac-03.local,172.22.88.7,Match,No Match,68:5b:35:7f:a2:c2,#VALUE!,#VALUE!
10:DD:B1:B9:AE:EE,Bobst-Ref-iMac-04,172.22.88.8,bobst-ref-imac-04.local,172.22.88.8,Match,No Match,68:5b:35:7f:83:26,#VALUE!,#VALUE!
18:66:DA:25:D5:47,ITS8493WK-W10,172.22.88.83,#N/A,#N/A,#N/A,#N/A,0c:4d:e9:9d:1c:0c,#VALUE!,#VALUE!
10:DD:B1:AE:2B:F1,Bobst-Ref-iMac-05,172.22.88.9,Bobst-Ref-iMac-05,172.22.88.9,Match,Match,68:5b:35:7f:5a:0e,#VALUE!,#VALUE!
18:66:DA:25:EB:2F,ITS8499WK-W10,172.22.89.26,#N/A,#N/A,#N/A,#N/A,68:5b:35:7f:9f:86,#VALUE!,#VALUE!
18:66:DA:25:EB:3F,ITS8500WK-W10,172.22.89.29,#N/A,#N/A,#N/A,#N/A,68:5b:35:7f:9d:d9,#VALUE!,#VALUE!
18:66:DA:25:E7:CA,UDIADMI-IE7Q3TO,172.22.89.32,#N/A,#N/A,#N/A,#N/A,68:5b:35:80:c8:62,#VALUE!,#VALUE!
18:66:DA:25:E9:49,ITS8490WK-W10,172.22.89.5,#N/A,#N/A,#N/A,#N/A,68:5b:35:85:b4:43,#VALUE!,#VALUE!
18:66:DA:25:EB:3C,ITS8496WK-W10,172.22.89.51,ITS8495WK-W10,172.22.89.51,Match,No Match,68:5b:35:7f:5a:70,#VALUE!,#VALUE!
18:66:DA:25:E6:0D,UDIADMI-EABUILV,172.22.89.6,#N/A,#N/A,#N/A,#N/A,68:5b:35:7f:59:a1,#VALUE!,#VALUE!
18:66:DA:25:EB:B6,UDIADMI-7QPGIO1,172.22.89.9,#N/A,#N/A,#N/A,#N/A,68:5b:35:7f:5f:ba,#VALUE!,#VALUE!
18:66:DA:25:EC:72,UDIADMI-NVRUQHD,172.22.9.38,ITS8567WK-W10,172.22.9.38,Match,No Match,68:5b:35:7f:b0:65,#VALUE!,#VALUE!
18:66:DA:25:EA:EF,UDIADMI-QSRNO5S,172.22.9.39,ITS8568WK-W10,172.22.9.39,Match,No Match,BC:30:5B:E0:3E:9C,#VALUE!,#VALUE!
68:5B:35:A6:E1:4A,ITS8201WK-W7,172.22.90.211,#N/A,#N/A,#N/A,#N/A,00:22:19:2D:5D:65,#VALUE!,#VALUE!
0C:4D:E9:BA:CE:24,ITS8202WK-W7,172.22.90.212,#N/A,#N/A,#N/A,#N/A,B8:CA:3A:84:A3:B4,#VALUE!,#VALUE!
68:5B:35:A6:E0:12,ITS8203WK-W7,172.22.90.213,ITS8203WK-W7,172.22.90.213,Match,Match,18:66:DA:15:FB:E4,#VALUE!,#VALUE!
68:5B:35:A4:A9:CC,ITS8204WK-W7,172.22.90.214,ITS8204WK-W7,172.22.90.214,Match,Match,68:5b:35:85:b2:68,#VALUE!,#VALUE!
68:5B:35:A7:03:76,ITS8204WK-W7,172.22.90.214,#N/A,#N/A,#N/A,#N/A,68:5b:35:7d:f5:0b,#VALUE!,#VALUE!
68:5B:35:A6:E1:30,ITS8205WK-W7,172.22.90.215,ITS8205WK-W7,172.22.90.215,Match,Match,68:5b:35:7f:9d:fb,#VALUE!,#VALUE!
68:5B:35:A7:03:58,ITS8206WK-W7,172.22.90.216,#N/A,#N/A,#N/A,#N/A,68:5b:35:7d:b6:df,#VALUE!,#VALUE!
68:5B:35:A7:01:DE,ITS8207WK-W7,172.22.90.217,ITS8207WK-W7,172.22.90.217,Match,Match,68:5b:35:80:d8:24,#VALUE!,#VALUE!
68:5B:35:A6:E6:B8,ITS8208WK-W7,172.22.90.218,ITS8208WK-W7,172.22.90.218,Match,Match,68:5b:35:7d:c6:09,#VALUE!,#VALUE!
68:5B:35:A0:F7:91,ITS8209WK-W7,172.22.90.219,#N/A,#N/A,#N/A,#N/A,68:5b:35:7f:9d:57,#VALUE!,#VALUE!
68:5B:35:A6:E0:1E,ITS8210WK-W7,172.22.90.220,ITS8210WK-W7,172.22.90.220,Match,Match,68:5b:35:7d:f5:54,#VALUE!,#VALUE!
68:5B:35:A6:E8:1A,ITS8211WK-W7,172.22.90.221,ITS8211WK-W7,172.22.90.221,Match,Match,0c:4d:e9:d1:7c:d4,#VALUE!,#VALUE!
68:5B:35:A7:04:05,ITS8212WK-W7,172.22.90.222,#N/A,#N/A,#N/A,#N/A,68:5b:35:7f:58:da,#VALUE!,#VALUE!
68:5B:35:A6:E7:1B,ITS8213WK-W7,172.22.90.223,#N/A,#N/A,#N/A,#N/A,0c:4d:e9:9c:35:00,#VALUE!,#VALUE!
68:5B:35:9E:A5:C7,ITS8214WK-W7,172.22.90.224,#N/A,#N/A,#N/A,#N/A,10:dd:b1:ae:0a:a8,#VALUE!,#VALUE!
68:5B:35:9E:B0:41,ITS8215WK-W7,172.22.90.225,ITS8215WK-W7,172.22.90.225,Match,Match,10:dd:b1:ba:26:0b,#VALUE!,#VALUE!
68:5B:35:A6:5C:8A,ITS8216WK-W7,172.22.90.226,ITS8216WK-W7,172.22.90.226,Match,Match,10:dd:b1:ba:23:dd,#VALUE!,#VALUE!
68:5B:35:A6:E1:DC,ITS8217WK-W7,172.22.90.227,ITS8217WK-W7,172.22.90.227,Match,Match,10:dd:b1:b5:a4:61,#VALUE!,#VALUE!
68:5B:35:A6:E1:B1,ITS8218WK-W7,172.22.90.228,ITS8218WK-W7,172.22.90.228,Match,Match,0c:4d:e9:9c:6c:a0,#VALUE!,#VALUE!
68:5B:35:A6:C8:4F,ITS8219WK-W7,172.22.90.229,#N/A,#N/A,#N/A,#N/A,10:dd:b1:b9:97:d9,#VALUE!,#VALUE!
68:5B:35:A6:E8:5C,ITS8220WK-W7,172.22.90.230,ITS8220WK-W7,172.22.90.230,Match,Match,18:66:DA:25:E7:EF,#VALUE!,#VALUE!
68:5B:35:A6:F8:E4,ITS8221WK-W7,172.22.90.231,ITS8221WK-W7,172.22.90.231,Match,Match,10:dd:b1:ae:27:d6,#VALUE!,#VALUE!
